"","SYMBOL","GENENAME"
"3132","SEL1L2","SEL1L2 adaptor subunit of ERAD E3 ligase"
"3133","SELL","selectin L"
"3134","SELP","selectin P"
"3135","SEMA3A","semaphorin 3A"
"3136","SEMA3D","semaphorin 3D"
"3137","SEMA4A","semaphorin 4A"
"3138","SEMA4G","semaphorin 4G"
"3139","SENP3-EIF4A1","SENP3-EIF4A1 readthrough (NMD candidate)"
"3140","SEPT1",NA
"3141","SEPT14",NA
"3142","SERPINA11","serpin family A member 11"
"3143","SERPINA12","serpin family A member 12"
"3144","SERPINA7","serpin family A member 7"
"3145","SERPINB12","serpin family B member 12"
"3146","SERPINI2","serpin family I member 2"
"3147","SERTAD2","SERTA domain containing 2"
"3148","SERTM1","serine rich and transmembrane domain containing 1"
"3149","SETDB2","SET domain bifurcated histone lysine methyltransferase 2"
"3150","SEZ6","seizure related 6 homolog"
"3151","SFMBT1","Scm like with four mbt domains 1"
"3152","SFRP1","secreted frizzled related protein 1"
"3153","SFRP2","secreted frizzled related protein 2"
"3154","SFTA2","surfactant associated 2"
"3155","SFTPA2","surfactant protein A2"
"3156","SGCZ","sarcoglycan zeta"
"3157","SGMS1","sphingomyelin synthase 1"
"3158","SGSM1","small G protein signaling modulator 1"
"3159","SGSM3","small G protein signaling modulator 3"
"3160","SH2B3","SH2B adaptor protein 3"
"3161","SH2D6","SH2 domain containing 6"
"3162","SH2D7","SH2 domain containing 7"
"3163","SH3BGR","SH3 domain binding glutamate rich protein"
"3164","SH3BP5","SH3 domain binding protein 5"
"3165","SH3RF3-AS1","SH3RF3 antisense RNA 1"
"3166","SHANK1","SH3 and multiple ankyrin repeat domains 1"
"3167","SHANK2-AS1","SHANK2 antisense RNA 1"
"3168","SHCBP1","SHC binding and spindle associated 1"
"3169","SHD","Src homology 2 domain containing transforming protein D"
"3170","SHISA2","shisa family member 2"
"3171","SHISA6","shisa family member 6"
"3172","SHMT1","serine hydroxymethyltransferase 1"
"3173","SIAH1","siah E3 ubiquitin protein ligase 1"
"3174","SIGIRR","single Ig and TIR domain containing"
"3175","SIGLEC16","sialic acid binding Ig like lectin 16 (gene/pseudogene)"
"3176","SIGLEC17P","sialic acid binding Ig like lectin 17, pseudogene"
"3177","SIGLEC8","sialic acid binding Ig like lectin 8"
"3178","SIM1","SIM bHLH transcription factor 1"
"3179","SIM2","SIM bHLH transcription factor 2"
"3180","SIN3B","SIN3 transcription regulator family member B"
"3181","SIRPA","signal regulatory protein alpha"
"3182","SIRPB1","signal regulatory protein beta 1"
"3183","SIRPG","signal regulatory protein gamma"
"3184","SIRT1","sirtuin 1"
"3185","SIT1","signaling threshold regulating transmembrane adaptor 1"
"3186","SKIL","SKI like proto-oncogene"
"3187","SKP1P2","S-phase kinase associated protein 1 pseudogene 2"
"3188","SLA2","Src like adaptor 2"
"3189","SLC10A2","solute carrier family 10 member 2"
"3190","SLC11A1","solute carrier family 11 member 1"
"3191","SLC12A5","solute carrier family 12 member 5"
"3192","SLC13A4","solute carrier family 13 member 4"
"3193","SLC14A1","solute carrier family 14 member 1 (Kidd blood group)"
"3194","SLC14A2","solute carrier family 14 member 2"
"3195","SLC15A1","solute carrier family 15 member 1"
"3196","SLC15A5","solute carrier family 15 member 5"
"3197","SLC16A3","solute carrier family 16 member 3"
"3198","SLC16A9","solute carrier family 16 member 9"
"3199","SLC17A7","solute carrier family 17 member 7"
"3200","SLC17A8","solute carrier family 17 member 8"
"3201","SLC1A3","solute carrier family 1 member 3"
"3202","SLC20A2","solute carrier family 20 member 2"
"3203","SLC22A10","solute carrier family 22 member 10"
"3204","SLC22A23","solute carrier family 22 member 23"
"3205","SLC22A24","solute carrier family 22 member 24"
"3206","SLC22A25","solute carrier family 22 member 25"
"3207","SLC22A7","solute carrier family 22 member 7"
"3208","SLC25A15","solute carrier family 25 member 15"
"3209","SLC25A16","solute carrier family 25 member 16"
"3210","SLC25A18","solute carrier family 25 member 18"
"3211","SLC25A24","solute carrier family 25 member 24"
"3212","SLC25A31","solute carrier family 25 member 31"
"3213","SLC25A41","solute carrier family 25 member 41"
"3214","SLC25A43","solute carrier family 25 member 43"
"3215","SLC26A1","solute carrier family 26 member 1"
"3216","SLC26A7","solute carrier family 26 member 7"
"3217","SLC26A8","solute carrier family 26 member 8"
"3218","SLC28A1","solute carrier family 28 member 1"
"3219","SLC2A5","solute carrier family 2 member 5"
"3220","SLC30A10","solute carrier family 30 member 10"
"3221","SLC30A4","solute carrier family 30 member 4"
"3222","SLC34A1","solute carrier family 34 member 1"
"3223","SLC35A3","solute carrier family 35 member A3"
"3224","SLC35C2","solute carrier family 35 member C2"
"3225","SLC35D3","solute carrier family 35 member D3"
"3226","SLC35F4","solute carrier family 35 member F4"
"3227","SLC35F5","solute carrier family 35 member F5"
"3228","SLC35G6","solute carrier family 35 member G6"
"3229","SLC36A4","solute carrier family 36 member 4"
"3230","SLC37A3","solute carrier family 37 member 3"
"3231","SLC39A10","solute carrier family 39 member 10"
"3232","SLC39A4","solute carrier family 39 member 4"
"3233","SLC39A5","solute carrier family 39 member 5"
"3234","SLC40A1","solute carrier family 40 member 1"
"3235","SLC45A2","solute carrier family 45 member 2"
"3236","SLC48A1","solute carrier family 48 member 1"
"3237","SLC4A11","solute carrier family 4 member 11"
"3238","SLC4A4","solute carrier family 4 member 4"
"3239","SLC51B","solute carrier family 51 beta subunit"
"3240","SLC5A10","solute carrier family 5 member 10"
"3241","SLC5A3","solute carrier family 5 member 3"
"3242","SLC5A4","solute carrier family 5 member 4"
"3243","SLC5A5","solute carrier family 5 member 5"
"3244","SLC6A17","solute carrier family 6 member 17"
"3245","SLC6A19","solute carrier family 6 member 19"
"3246","SLC6A20","solute carrier family 6 member 20"
"3247","SLC6A5","solute carrier family 6 member 5"
"3248","SLC7A2","solute carrier family 7 member 2"
"3249","SLC7A3","solute carrier family 7 member 3"
"3250","SLC7A4","solute carrier family 7 member 4"
"3251","SLC8A1-AS1","SLC8A1 antisense RNA 1"
"3252","SLC9A3R1","SLC9A3 regulator 1"
"3253","SLC9C1","solute carrier family 9 member C1"
"3254","SLC9C2","solute carrier family 9 member C2 (putative)"
"3255","SLCO1A2","solute carrier organic anion transporter family member 1A2"
"3256","SLCO1B1","solute carrier organic anion transporter family member 1B1"
"3257","SLCO2B1","solute carrier organic anion transporter family member 2B1"
"3258","SLFN14","schlafen family member 14"
"3259","SLFNL1-AS1","SLFNL1 antisense RNA 1"
"3260","SLITRK6","SLIT and NTRK like family member 6"
"3261","SLK","STE20 like kinase"
"3262","SLPI","secretory leukocyte peptidase inhibitor"
"3263","SLU7","SLU7 homolog, splicing factor"
"3264","SMAD1","SMAD family member 1"
"3265","SMAD2","SMAD family member 2"
"3266","SMAD3","SMAD family member 3"
"3267","SMAD5","SMAD family member 5"
"3268","SMAD5-AS1","SMAD5 antisense RNA 1"
"3269","SMAD7","SMAD family member 7"
"3270","SMAP1","small ArfGAP 1"
"3271","SMARCB1","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1"
"3272","SMARCD1","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1"
"3273","SMCO2","single-pass membrane protein with coiled-coil domains 2"
"3274","SMCO4","single-pass membrane protein with coiled-coil domains 4"
"3275","SMCR5","Smith-Magenis syndrome chromosome region, candidate 5"
"3276","SMIM13","small integral membrane protein 13"
"3277","SMIM19","small integral membrane protein 19"
"3278","SMIM21","small integral membrane protein 21"
"3279","SMO","smoothened, frizzled class receptor"
"3280","SMOX","spermine oxidase"
"3281","SMPX","small muscle protein X-linked"
"3282","SMR3A","submaxillary gland androgen regulated protein 3A"
"3283","SMU1","SMU1 DNA replication regulator and spliceosomal factor"
"3284","SNAI1","snail family transcriptional repressor 1"
"3285","SNAP47","synaptosome associated protein 47"
"3286","SNAP91","synaptosome associated protein 91"
"3287","SNAR-G1","small NF90 (ILF3) associated RNA G1"
"3288","SNAR-G2","small NF90 (ILF3) associated RNA G2"
"3289","SNAR-I","small NF90 (ILF3) associated RNA I"
"3290","SNCB","synuclein beta"
"3291","SNHG3","small nucleolar RNA host gene 3"
"3292","SNHG8","small nucleolar RNA host gene 8"
"3293","SNIP1","Smad nuclear interacting protein 1"
"3294","SNORA11","small nucleolar RNA, H/ACA box 11"
"3295","SNORA12","small nucleolar RNA, H/ACA box 12"
"3296","SNORA13","small nucleolar RNA, H/ACA box 13"
"3297","SNORA14B","small nucleolar RNA, H/ACA box 14B"
"3298","SNORA18","small nucleolar RNA, H/ACA box 18"
"3299","SNORA19","small nucleolar RNA, H/ACA box 19"
"3300","SNORA20","small nucleolar RNA, H/ACA box 20"
"3301","SNORA23","small nucleolar RNA, H/ACA box 23"
"3302","SNORA24","small nucleolar RNA, H/ACA box 24"
"3303","SNORA29","small nucleolar RNA, H/ACA box 29"
"3304","SNORA2B","small nucleolar RNA, H/ACA box 2B"
"3305","SNORA3",NA
"3306","SNORA30","small nucleolar RNA, H/ACA box 30"
"3307","SNORA33","small nucleolar RNA, H/ACA box 33"
"3308","SNORA35","small nucleolar RNA, H/ACA box 35"
"3309","SNORA38","small nucleolar RNA, H/ACA box 38"
"3310","SNORA41","small nucleolar RNA, H/ACA box 41"
"3311","SNORA45",NA
"3312","SNORA46","small nucleolar RNA, H/ACA box 46"
"3313","SNORA47","small nucleolar RNA, H/ACA box 47"
"3314","SNORA48","small nucleolar RNA, H/ACA box 48"
"3315","SNORA51","small nucleolar RNA, H/ACA box 51"
"3316","SNORA53","small nucleolar RNA, H/ACA box 53"
"3317","SNORA54","small nucleolar RNA, H/ACA box 54"
"3318","SNORA62","small nucleolar RNA, H/ACA box 62"
"3319","SNORA63","small nucleolar RNA, H/ACA box 63"
"3320","SNORA65","small nucleolar RNA, H/ACA box 65"
"3321","SNORA67","small nucleolar RNA, H/ACA box 67"
"3322","SNORA68","small nucleolar RNA, H/ACA box 68"
"3323","SNORA70D","small nucleolar RNA, H/ACA box 70D"
"3324","SNORA71D","small nucleolar RNA, H/ACA box 71D"
"3325","SNORA79","small nucleolar RNA, H/ACA box 79"
"3326","SNORA8","small nucleolar RNA, H/ACA box 8"
"3327","SNORA80",NA
"3328","SNORA81","small nucleolar RNA, H/ACA box 81"
"3329","SNORA84","small nucleolar RNA, H/ACA box 84"
"3330","SNORD10","small nucleolar RNA, C/D box 10"
"3331","SNORD103A","small nucleolar RNA, C/D box 103A"
"3332","SNORD105","small nucleolar RNA, C/D box 105"
"3333","SNORD105B","small nucleolar RNA, C/D box 105B"
"3334","SNORD109B","small nucleolar RNA, C/D box 109B"
"3335","SNORD11","small nucleolar RNA, C/D box 11"
"3336","SNORD113-2","small nucleolar RNA, C/D box 113-2"
"3337","SNORD113-4","small nucleolar RNA, C/D box 113-4"
"3338","SNORD113-5","small nucleolar RNA, C/D box 113-5"
"3339","SNORD114-10","small nucleolar RNA, C/D box 114-10"
"3340","SNORD114-14","small nucleolar RNA, C/D box 114-14"
"3341","SNORD114-18","small nucleolar RNA, C/D box 114-18"
"3342","SNORD114-19","small nucleolar RNA, C/D box 114-19"
"3343","SNORD114-2","small nucleolar RNA, C/D box 114-2"
"3344","SNORD114-21","small nucleolar RNA, C/D box 114-21"
"3345","SNORD114-26","small nucleolar RNA, C/D box 114-26"
"3346","SNORD114-3","small nucleolar RNA, C/D box 114-3"
"3347","SNORD114-30","small nucleolar RNA, C/D box 114-30"
"3348","SNORD114-4","small nucleolar RNA, C/D box 114-4"
"3349","SNORD114-7","small nucleolar RNA, C/D box 114-7"
"3350","SNORD114-9","small nucleolar RNA, C/D box 114-9"
"3351","SNORD115-11","small nucleolar RNA, C/D box 115-11"
"3352","SNORD115-14","small nucleolar RNA, C/D box 115-14"
"3353","SNORD115-24","small nucleolar RNA, C/D box 115-24"
"3354","SNORD115-27","small nucleolar RNA, C/D box 115-27"
"3355","SNORD115-3","small nucleolar RNA, C/D box 115-3"
"3356","SNORD115-35","small nucleolar RNA, C/D box 115-35"
"3357","SNORD115-38","small nucleolar RNA, C/D box 115-38"
"3358","SNORD115-39","small nucleolar RNA, C/D box 115-39"
"3359","SNORD115-40","small nucleolar RNA, C/D box 115-40"
"3360","SNORD115-41","small nucleolar RNA, C/D box 115-41"
"3361","SNORD115-44","small nucleolar RNA, C/D box 115-44"
"3362","SNORD115-5","small nucleolar RNA, C/D box 115-5"
"3363","SNORD115-6","small nucleolar RNA, C/D box 115-6"
"3364","SNORD115-7","small nucleolar RNA, C/D box 115-7"
"3365","SNORD115-9","small nucleolar RNA, C/D box 115-9"
"3366","SNORD116-11","small nucleolar RNA, C/D box 116-11"
"3367","SNORD116-12","small nucleolar RNA, C/D box 116-12"
"3368","SNORD116-13","small nucleolar RNA, C/D box 116-13"
"3369","SNORD116-15","small nucleolar RNA, C/D box 116-15"
"3370","SNORD116-16","small nucleolar RNA, C/D box 116-16"
"3371","SNORD116-18","small nucleolar RNA, C/D box 116-18"
"3372","SNORD116-19","small nucleolar RNA, C/D box 116-19"
"3373","SNORD116-20","small nucleolar RNA, C/D box 116-20"
"3374","SNORD116-23","small nucleolar RNA, C/D box 116-23"
"3375","SNORD116-24","small nucleolar RNA, C/D box 116-24"
"3376","SNORD116-25","small nucleolar RNA, C/D box 116-25"
"3377","SNORD116-26","small nucleolar RNA, C/D box 116-26"
"3378","SNORD116-29","small nucleolar RNA, C/D box 116-29"
"3379","SNORD116-8","small nucleolar RNA, C/D box 116-8"
"3380","SNORD117","small nucleolar RNA, C/D box 117"
"3381","SNORD121A","small nucleolar RNA, C/D box 121A"
"3382","SNORD127","small nucleolar RNA, C/D box 127"
"3383","SNORD12B","small nucleolar RNA, C/D box 12B"
"3384","SNORD12C","small nucleolar RNA, C/D box 12C"
"3385","SNORD15B","small nucleolar RNA, C/D box 15B"
"3386","SNORD16","small nucleolar RNA, C/D box 16"
"3387","SNORD18A","small nucleolar RNA, C/D box 18A"
"3388","SNORD19","small nucleolar RNA, C/D box 19"
"3389","SNORD19B","small nucleolar RNA, C/D box 19B"
"3390","SNORD1A","small nucleolar RNA, C/D box 1A"
"3391","SNORD1B","small nucleolar RNA, C/D box 1B"
"3392","SNORD2","small nucleolar RNA, C/D box 2"
"3393","SNORD24","small nucleolar RNA, C/D box 24"
"3394","SNORD28","small nucleolar RNA, C/D box 28"
"3395","SNORD30","small nucleolar RNA, C/D box 30"
"3396","SNORD32A","small nucleolar RNA, C/D box 32A"
"3397","SNORD36A","small nucleolar RNA, C/D box 36A"
"3398","SNORD36C","small nucleolar RNA, C/D box 36C"
"3399","SNORD38B","small nucleolar RNA, C/D box 38B"
"3400","SNORD41","small nucleolar RNA, C/D box 41"
"3401","SNORD42A","small nucleolar RNA, C/D box 42A"
"3402","SNORD44","small nucleolar RNA, C/D box 44"
"3403","SNORD45A","small nucleolar RNA, C/D box 45A"
"3404","SNORD45B","small nucleolar RNA, C/D box 45B"
"3405","SNORD45C","small nucleolar RNA, C/D box 45C"
"3406","SNORD49A","small nucleolar RNA, C/D box 49A"
"3407","SNORD49B","small nucleolar RNA, C/D box 49B"
"3408","SNORD4A","small nucleolar RNA, C/D box 4A"
"3409","SNORD4B","small nucleolar RNA, C/D box 4B"
"3410","SNORD5","small nucleolar RNA, C/D box 5"
"3411","SNORD50A","small nucleolar RNA, C/D box 50A"
"3412","SNORD50B","small nucleolar RNA, C/D box 50B"
"3413","SNORD52","small nucleolar RNA, C/D box 52"
"3414","SNORD53","small nucleolar RNA, C/D box 53"
"3415","SNORD56B","small nucleolar RNA, C/D box 56B"
"3416","SNORD58A","small nucleolar RNA, C/D box 58A"
"3417","SNORD58C","small nucleolar RNA, C/D box 58C"
"3418","SNORD59A","small nucleolar RNA, C/D box 59A"
"3419","SNORD59B","small nucleolar RNA, C/D box 59B"
"3420","SNORD61","small nucleolar RNA, C/D box 61"
"3421","SNORD65","small nucleolar RNA, C/D box 65"
"3422","SNORD66","small nucleolar RNA, C/D box 66"
"3423","SNORD67","small nucleolar RNA, C/D box 67"
"3424","SNORD68","small nucleolar RNA, C/D box 68"
"3425","SNORD72","small nucleolar RNA, C/D box 72"
"3426","SNORD75","small nucleolar RNA, C/D box 75"
"3427","SNORD77","small nucleolar RNA, C/D box 77"
"3428","SNORD8","small nucleolar RNA, C/D box 8"
"3429","SNORD81","small nucleolar RNA, C/D box 81"
"3430","SNORD82","small nucleolar RNA, C/D box 82"
"3431","SNORD87","small nucleolar RNA, C/D box 87"
"3432","SNORD88A","small nucleolar RNA, C/D box 88A"
"3433","SNORD88B","small nucleolar RNA, C/D box 88B"
"3434","SNORD89","small nucleolar RNA, C/D box 89"
"3435","SNORD9","small nucleolar RNA, C/D box 9"
"3436","SNORD96A","small nucleolar RNA, C/D box 96A"
"3437","SNORD99","small nucleolar RNA, C/D box 99"
"3438","SNPH","syntaphilin"
"3439","SNRK","SNF related kinase"
"3440","SNRNP70","small nuclear ribonucleoprotein U1 subunit 70"
"3441","SNRPC","small nuclear ribonucleoprotein polypeptide C"
"3442","SNRPD2P2","small nuclear ribonucleoprotein D2 pseudogene 2"
"3443","SNRPN","small nuclear ribonucleoprotein polypeptide N"
"3444","SNTG1","syntrophin gamma 1"
"3445","SNTN","sentan, cilia apical structure protein"
"3446","SNX21","sorting nexin family member 21"
"3447","SNX27","sorting nexin 27"
"3448","SNX6","sorting nexin 6"
"3449","SOBP","sine oculis binding protein homolog"
"3450","SOCS1","suppressor of cytokine signaling 1"
"3451","SOHLH1","spermatogenesis and oogenesis specific basic helix-loop-helix 1"
"3452","SOSTDC1","sclerostin domain containing 1"
"3453","SOX17","SRY-box transcription factor 17"
"3454","SOX6","SRY-box transcription factor 6"
"3455","SP140","SP140 nuclear body protein"
"3456","SP140L","SP140 nuclear body protein like"
"3457","SP8","Sp8 transcription factor"
"3458","SPACA3","sperm acrosome associated 3"
"3459","SPAG17","sperm associated antigen 17"
"3460","SPAM1","sperm adhesion molecule 1"
"3461","SPANXN1","SPANX family member N1"
"3462","SPANXN4","SPANX family member N4"
"3463","SPATA12","spermatogenesis associated 12"
"3464","SPATA13","spermatogenesis associated 13"
"3465","SPATA31D1","SPATA31 subfamily D member 1"
"3466","SPATA6","spermatogenesis associated 6"
"3467","SPATA8-AS1","SPATA8 antisense RNA 1 (head to head)"
"3468","SPATA9","spermatogenesis associated 9"
"3469","SPDYC","speedy/RINGO cell cycle regulator family member C"
"3470","SPEG","striated muscle enriched protein kinase"
"3471","SPEM1","spermatid maturation 1"
"3472","SPERT",NA
"3473","SPG20",NA
"3474","SPHKAP","SPHK1 interactor, AKAP domain containing"
"3475","SPINK13","serine peptidase inhibitor, Kazal type 13 (putative)"
"3476","SPINK4","serine peptidase inhibitor, Kazal type 4"
"3477","SPO11","SPO11 initiator of meiotic double stranded breaks"
"3478","SPON1","spondin 1"
"3479","SPOP","speckle type BTB/POZ protein"
"3480","SPP1","secreted phosphoprotein 1"
"3481","SPP2","secreted phosphoprotein 2"
"3482","SPRN","shadow of prion protein"
"3483","SPRR1A","small proline rich protein 1A"
"3484","SPRR2B","small proline rich protein 2B"
"3485","SPRR2F","small proline rich protein 2F"
"3486","SPRR4","small proline rich protein 4"
"3487","SPRYD4","SPRY domain containing 4"
"3488","SPSB3","splA/ryanodine receptor domain and SOCS box containing 3"
"3489","SPSB4","splA/ryanodine receptor domain and SOCS box containing 4"
"3490","SPTA1","spectrin alpha, erythrocytic 1"
"3491","SPTBN1","spectrin beta, non-erythrocytic 1"
"3492","SPTLC1","serine palmitoyltransferase long chain base subunit 1"
"3493","SPTLC2","serine palmitoyltransferase long chain base subunit 2"
"3494","SPTSSA","serine palmitoyltransferase small subunit A"
"3495","SPTY2D1-AS1",NA
"3496","SRCIN1","SRC kinase signaling inhibitor 1"
"3497","SRD5A2","steroid 5 alpha-reductase 2"
"3498","SRD5A3-AS1","SRD5A3 antisense RNA 1"
"3499","SRGN","serglycin"
"3500","SRI","sorcin"
"3501","SRPK1","SRSF protein kinase 1"
"3502","SRSF12","serine and arginine rich splicing factor 12"
"3503","SRSF4","serine and arginine rich splicing factor 4"
"3504","SSFA2",NA
"3505","SSMEM1","serine rich single-pass membrane protein 1"
"3506","SSR4P1","signal sequence receptor subunit 4 pseudogene 1"
"3507","SST","somatostatin"
"3508","SSTR2","somatostatin receptor 2"
"3509","ST14","suppression of tumorigenicity 14"
"3510","ST3GAL5","ST3 beta-galactoside alpha-2,3-sialyltransferase 5"
"3511","ST7-AS1","ST7 antisense RNA 1"
"3512","ST8SIA1","ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1"
"3513","STAB2","stabilin 2"
"3514","STAC3","SH3 and cysteine rich domain 3"
"3515","STAG3","stromal antigen 3"
"3516","STAP1","signal transducing adaptor family member 1"
"3517","STAT1","signal transducer and activator of transcription 1"
"3518","STAT5B","signal transducer and activator of transcription 5B"
"3519","STAU2-AS1","STAU2 antisense RNA 1"
"3520","STK25","serine/threonine kinase 25"
"3521","STK3","serine/threonine kinase 3"
"3522","STK33","serine/threonine kinase 33"
"3523","STMN1","stathmin 1"
"3524","STMN3","stathmin 3"
"3525","STMN4","stathmin 4"
"3526","STMND1","stathmin domain containing 1"
"3527","STOML1","stomatin like 1"
"3528","STRA8","stimulated by retinoic acid 8"
"3529","STUB1","STIP1 homology and U-box containing protein 1"
"3530","STX19","syntaxin 19"
"3531","STXBP6","syntaxin binding protein 6"
"3532","SUCNR1","succinate receptor 1"
"3533","SULT1C2P1","sulfotransferase family 1C member 2 pseudogene 1"
"3534","SULT1C4","sulfotransferase family 1C member 4"
"3535","SULT2A1","sulfotransferase family 2A member 1"
"3536","SULT6B1","sulfotransferase family 6B member 1"
"3537","SUMO1P1","SUMO1 pseudogene 1"
"3538","SUMO1P3","SUMO1 pseudogene 3"
"3539","SUMO2","small ubiquitin like modifier 2"
"3540","SURF4","surfeit 4"
"3541","SV2A","synaptic vesicle glycoprotein 2A"
"3542","SVOP","SV2 related protein"
"3543","SYCP2","synaptonemal complex protein 2"
"3544","SYDE2","synapse defective Rho GTPase homolog 2"
"3545","SYN1","synapsin I"
"3546","SYNDIG1L","synapse differentiation inducing 1 like"
"3547","SYNE3","spectrin repeat containing nuclear envelope family member 3"
"3548","SYNE4","spectrin repeat containing nuclear envelope family member 4"
"3549","SYNGAP1","synaptic Ras GTPase activating protein 1"
"3550","SYNGR2","synaptogyrin 2"
"3551","SYNGR3","synaptogyrin 3"
"3552","SYNJ2BP-COX16","SYNJ2BP-COX16 readthrough"
"3553","SYT13","synaptotagmin 13"
"3554","SYT15","synaptotagmin 15"
"3555","SYT3","synaptotagmin 3"
"3556","SYT7","synaptotagmin 7"
"3557","SYT9","synaptotagmin 9"
"3558","T",NA
"3559","TAB2","TGF-beta activated kinase 1 (MAP3K7) binding protein 2"
"3560","TAC1","tachykinin precursor 1"
"3561","TACC3","transforming acidic coiled-coil containing protein 3"
"3562","TACR2","tachykinin receptor 2"
"3563","TACR3","tachykinin receptor 3"
"3564","TACSTD2","tumor associated calcium signal transducer 2"
"3565","TADA2B","transcriptional adaptor 2B"
"3566","TAF13","TATA-box binding protein associated factor 13"
"3567","TAF1A","TATA-box binding protein associated factor, RNA polymerase I subunit A"
"3568","TAF1L","TATA-box binding protein associated factor 1 like"
"3569","TAF4B","TATA-box binding protein associated factor 4b"
"3570","TAL1","TAL bHLH transcription factor 1, erythroid differentiation factor"
"3571","TAS2R10","taste 2 receptor member 10"
"3572","TAS2R13","taste 2 receptor member 13"
"3573","TAS2R14","taste 2 receptor member 14"
"3574","TAS2R16","taste 2 receptor member 16"
"3575","TAS2R19","taste 2 receptor member 19"
"3576","TAS2R20","taste 2 receptor member 20"
"3577","TAS2R30","taste 2 receptor member 30"
"3578","TAS2R46","taste 2 receptor member 46"
"3579","TAT","tyrosine aminotransferase"
"3580","TBC1D16","TBC1 domain family member 16"
"3581","TBC1D21","TBC1 domain family member 21"
"3582","TBC1D30","TBC1 domain family member 30"
"3583","TBCEL","tubulin folding cofactor E like"
"3584","TBL1XR1","transducin beta like 1 X-linked receptor 1"
"3585","TBR1","T-box brain transcription factor 1"
"3586","TBX1","T-box transcription factor 1"
"3587","TBX2","T-box transcription factor 2"
"3588","TBX5-AS1","TBX5 antisense RNA 1"
"3589","TBXA2R","thromboxane A2 receptor"
"3590","TCAP","titin-cap"
"3591","TCEAL6","transcription elongation factor A like 6"
"3592","TCF24","transcription factor 24"
"3593","TCF3","transcription factor 3"
"3594","TCHHL1","trichohyalin like 1"
"3595","TCP10","t-complex 10"
"3596","TDGF1","teratocarcinoma-derived growth factor 1"
"3597","TDH","L-threonine dehydrogenase (pseudogene)"
"3598","TDO2","tryptophan 2,3-dioxygenase"
"3599","TDRD6","tudor domain containing 6"
"3600","TDRD7","tudor domain containing 7"
"3601","TDRD9","tudor domain containing 9"
"3602","TECPR2","tectonin beta-propeller repeat containing 2"
"3603","TECTA","tectorin alpha"
"3604","TEKT3","tektin 3"
"3605","TENM1","teneurin transmembrane protein 1"
"3606","TENM2","teneurin transmembrane protein 2"
"3607","TES","testin LIM domain protein"
"3608","TET1","tet methylcytosine dioxygenase 1"
"3609","TEX10","testis expressed 10"
"3610","TEX101","testis expressed 101"
"3611","TEX11","testis expressed 11"
"3612","TEX12","testis expressed 12"
"3613","TEX19","testis expressed 19"
"3614","TEX21P","testis expressed 21, pseudogene"
"3615","TEX22","testis expressed 22"
"3616","TEX26-AS1","TEX26 antisense RNA 1"
"3617","TEX29","testis expressed 29"
"3618","TEX33","testis expressed 33"
"3619","TEX36","testis expressed 36"
"3620","TFAMP1","transcription factor A, mitochondrial pseudogene 1"
"3621","TFE3","transcription factor binding to IGHM enhancer 3"
"3622","TFEB","transcription factor EB"
"3623","TFF2","trefoil factor 2"
"3624","TFPI","tissue factor pathway inhibitor"
"3625","TFR2","transferrin receptor 2"
"3626","TFRC","transferrin receptor"
"3627","TGFBR3L","transforming growth factor beta receptor 3 like"
"3628","TGIF2LX","TGFB induced factor homeobox 2 like X-linked"
"3629","TGM7","transglutaminase 7"
"3630","THAP4","THAP domain containing 4"
"3631","THEG5","testis highly expressed protein 5"
"3632","THNSL2","threonine synthase like 2"
"3633","THUMPD2","THUMP domain containing 2"
"3634","THYN1","thymocyte nuclear protein 1"
"3635","TIAM2","TIAM Rac1 associated GEF 2"
"3636","TIFAB","TIFA inhibitor"
"3637","TIMM50","translocase of inner mitochondrial membrane 50"
"3638","TIMM9","translocase of inner mitochondrial membrane 9"
"3639","TIMP4","TIMP metallopeptidase inhibitor 4"
"3640","TINAG","tubulointerstitial nephritis antigen"
"3641","TK2","thymidine kinase 2"
"3642","TKTL1","transketolase like 1"
"3643","TLCD2","TLC domain containing 2"
"3644","TLE1","TLE family member 1, transcriptional corepressor"
"3645","TLR1","toll like receptor 1"
"3646","TLR2","toll like receptor 2"
"3647","TLR3","toll like receptor 3"
"3648","TLR6","toll like receptor 6"
"3649","TLR8","toll like receptor 8"
"3650","TM4SF1","transmembrane 4 L six family member 1"
"3651","TM9SF3","transmembrane 9 superfamily member 3"
"3652","TMA7","translation machinery associated 7 homolog"
"3653","TMC3","transmembrane channel like 3"
"3654","TMC5","transmembrane channel like 5"
"3655","TMCO5A","transmembrane and coiled-coil domains 5A"
"3656","TMED10P1","transmembrane p24 trafficking protein 10 pseudogene 1"
"3657","TMEM108","transmembrane protein 108"
"3658","TMEM114","transmembrane protein 114"
"3659","TMEM119","transmembrane protein 119"
"3660","TMEM123","transmembrane protein 123"
"3661","TMEM126A","transmembrane protein 126A"
"3662","TMEM132D","transmembrane protein 132D"
"3663","TMEM140","transmembrane protein 140"
"3664","TMEM150B","transmembrane protein 150B"
"3665","TMEM155","transmembrane protein 155"
"3666","TMEM156","transmembrane protein 156"
"3667","TMEM158","transmembrane protein 158 (gene/pseudogene)"
