"","SYMBOL","GENENAME"
"3399","RAD18","RAD18 E3 ubiquitin protein ligase"
"3400","RADIL","Rap associating with DIL domain"
"3401","RAF1","Raf-1 proto-oncogene, serine/threonine kinase"
"3402","RAG2","recombination activating 2"
"3403","RAMP1","receptor activity modifying protein 1"
"3404","RAN","RAN, member RAS oncogene family"
"3405","RANBP3","RAN binding protein 3"
"3406","RANBP3L","RAN binding protein 3 like"
"3407","RAPGEF2","Rap guanine nucleotide exchange factor 2"
"3408","RAPGEF4","Rap guanine nucleotide exchange factor 4"
"3409","RAPGEF4-AS1","RAPGEF4 antisense RNA 1"
"3410","RASA2","RAS p21 protein activator 2"
"3411","RASA3","RAS p21 protein activator 3"
"3412","RASA4","RAS p21 protein activator 4"
"3413","RASEF","RAS and EF-hand domain containing"
"3414","RASGEF1A","RasGEF domain family member 1A"
"3415","RASGRF2","Ras protein specific guanine nucleotide releasing factor 2"
"3416","RASGRP3","RAS guanyl releasing protein 3"
"3417","RASSF7","Ras association domain family member 7"
"3418","RAX2","retina and anterior neural fold homeobox 2"
"3419","RBBP6","RB binding protein 6, ubiquitin ligase"
"3420","RBFOX1","RNA binding fox-1 homolog 1"
"3421","RBM17","RNA binding motif protein 17"
"3422","RBM20","RNA binding motif protein 20"
"3423","RBM44","RNA binding motif protein 44"
"3424","RBMX2","RNA binding motif protein X-linked 2"
"3425","RBMY1F","RNA binding motif protein Y-linked family 1 member F"
"3426","RBMY2FP","RNA binding motif protein Y-linked family 2 member F, pseudogene"
"3427","RBP1","retinol binding protein 1"
"3428","RBP4","retinol binding protein 4"
"3429","RBPJL","recombination signal binding protein for immunoglobulin kappa J region like"
"3430","RBPMS2","RNA binding protein, mRNA processing factor 2"
"3431","RCAN3AS","RCAN3 antisense RNA"
"3432","RCN3","reticulocalbin 3"
"3433","RCOR1","REST corepressor 1"
"3434","RCOR2","REST corepressor 2"
"3435","RD3L","retinal degeneration 3 like"
"3436","RDH12","retinol dehydrogenase 12"
"3437","REC8","REC8 meiotic recombination protein"
"3438","RECQL4","RecQ like helicase 4"
"3439","REEP1","receptor accessory protein 1"
"3440","REEP2","receptor accessory protein 2"
"3441","REG1A","regenerating family member 1 alpha"
"3442","REG1B","regenerating family member 1 beta"
"3443","REG3A","regenerating family member 3 alpha"
"3444","REG4","regenerating family member 4"
"3445","REP15","RAB15 effector protein"
"3446","REPIN1","replication initiator 1"
"3447","REREP3","arginine-glutamic acid dipeptide repeats pseudogene 3"
"3448","RET","ret proto-oncogene"
"3449","REXO1","RNA exonuclease 1 homolog"
"3450","RFC4","replication factor C subunit 4"
"3451","RFNG","RFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase"
"3452","RFPL3S","RFPL3 antisense"
"3453","RFPL4A","ret finger protein like 4A"
"3454","RFX6","regulatory factor X6"
"3455","RFXAP","regulatory factor X associated protein"
"3456","RGAG1",NA
"3457","RGMB","repulsive guidance molecule BMP co-receptor b"
"3458","RGPD1","RANBP2 like and GRIP domain containing 1"
"3459","RGPD6","RANBP2 like and GRIP domain containing 6"
"3460","RGPD8","RANBP2 like and GRIP domain containing 8"
"3461","RGS1","regulator of G protein signaling 1"
"3462","RGS11","regulator of G protein signaling 11"
"3463","RGS14","regulator of G protein signaling 14"
"3464","RGS18","regulator of G protein signaling 18"
"3465","RGS20","regulator of G protein signaling 20"
"3466","RGS21","regulator of G protein signaling 21"
"3467","RGS4","regulator of G protein signaling 4"
"3468","RGS7","regulator of G protein signaling 7"
"3469","RGS7BP","regulator of G protein signaling 7 binding protein"
"3470","RGS9","regulator of G protein signaling 9"
"3471","RGSL1","regulator of G protein signaling like 1"
"3472","RHAG","Rh associated glycoprotein"
"3473","RHBDL3","rhomboid like 3"
"3474","RHCE","Rh blood group CcEe antigens"
"3475","RHD","Rh blood group D antigen"
"3476","RHOXF1","Rhox homeobox family member 1"
"3477","RHOXF2B","Rhox homeobox family member 2B"
"3478","RILPL1","Rab interacting lysosomal protein like 1"
"3479","RIMBP3","RIMS binding protein 3"
"3480","RIMBP3C","RIMS binding protein 3C"
"3481","RIMKLA","ribosomal modification protein rimK like family member A"
"3482","RIMS1","regulating synaptic membrane exocytosis 1"
"3483","RIPPLY1","ripply transcriptional repressor 1"
"3484","RIPPLY3","ripply transcriptional repressor 3"
"3485","RIT2","Ras like without CAAX 2"
"3486","RLN2","relaxin 2"
"3487","RMDN2","regulator of microtubule dynamics 2"
"3488","RMST","rhabdomyosarcoma 2 associated transcript"
"3489","RNASE11","ribonuclease A family member 11 (inactive)"
"3490","RNF10","ring finger protein 10"
"3491","RNF148","ring finger protein 148"
"3492","RNF157","ring finger protein 157"
"3493","RNF169","ring finger protein 169"
"3494","RNF186","ring finger protein 186"
"3495","RNF208","ring finger protein 208"
"3496","RNF212","ring finger protein 212"
"3497","RNF213","ring finger protein 213"
"3498","RNF217","ring finger protein 217"
"3499","RNU5F-1","RNA, U5F small nuclear 1"
"3500","RNU6-16P","RNA, U6 small nuclear 16, pseudogene"
"3501","RNU6-19P","RNA, U6 small nuclear 19, pseudogene"
"3502","RNU6-28P","RNA, U6 small nuclear 28, pseudogene"
"3503","RNU6-34P","RNA, U6 small nuclear 34, pseudogene"
"3504","RNU6-52P","RNA, U6 small nuclear 52, pseudogene"
"3505","RNU6-57P","RNA, U6 small nuclear 57, pseudogene"
"3506","RNU6-66P","RNA, U6 small nuclear 66, pseudogene"
"3507","ROBO2","roundabout guidance receptor 2"
"3508","ROGDI","rogdi atypical leucine zipper"
"3509","ROPN1","rhophilin associated tail protein 1"
"3510","ROPN1B","rhophilin associated tail protein 1B"
"3511","ROR1","receptor tyrosine kinase like orphan receptor 1"
"3512","ROR2","receptor tyrosine kinase like orphan receptor 2"
"3513","RP1","RP1 axonemal microtubule associated"
"3514","RPE65","retinoid isomerohydrolase RPE65"
"3515","RPH3AL","rabphilin 3A like (without C2 domains)"
"3516","RPL13AP17","ribosomal protein L13a pseudogene 17"
"3517","RPL19P12","ribosomal protein L19 pseudogene 12"
"3518","RPL21P44","ribosomal protein L21 pseudogene 44"
"3519","RPL31P11","ribosomal protein L31 pseudogene 11"
"3520","RPL36A-HNRNPH2","RPL36A-HNRNPH2 readthrough"
"3521","RPL3L","ribosomal protein L3 like"
"3522","RPLP0P2","ribosomal protein lateral stalk subunit P0 pseudogene 2"
"3523","RPS15AP10","ribosomal protein S15a pseudogene 10"
"3524","RPS17L",NA
"3525","RPS26P11","ribosomal protein S26 pseudogene 11"
"3526","RPS29","ribosomal protein S29"
"3527","RPS2P32","ribosomal protein S2 pseudogene 32"
"3528","RPS4Y1","ribosomal protein S4 Y-linked 1"
"3529","RPS4Y2","ribosomal protein S4 Y-linked 2"
"3530","RPS6KA6","ribosomal protein S6 kinase A6"
"3531","RPS7P5","ribosomal protein S7 pseudogene 5"
"3532","RRAGD","Ras related GTP binding D"
"3533","RRH","retinal pigment epithelium-derived rhodopsin homolog"
"3534","RRN3P1","RRN3 homolog, RNA polymerase I transcription factor pseudogene 1"
"3535","RRN3P2","RRN3 homolog, RNA polymerase I transcription factor pseudogene 2"
"3536","RRN3P3","RRN3 homolog, RNA polymerase I transcription factor pseudogene 3"
"3537","RS1","retinoschisin 1"
"3538","RSPH10B","radial spoke head 10 homolog B"
"3539","RSPH10B2","radial spoke head 10 homolog B2"
"3540","RSPO1","R-spondin 1"
"3541","RSU1P2","Ras suppressor protein 1 pseudogene 2"
"3542","RUFY3","RUN and FYVE domain containing 3"
"3543","RUFY4","RUN and FYVE domain containing 4"
"3544","RUNX3","RUNX family transcription factor 3"
"3545","RXFP1","relaxin family peptide receptor 1"
"3546","RXFP3","relaxin family peptide receptor 3"
"3547","RXRA","retinoid X receptor alpha"
"3548","RYR2","ryanodine receptor 2"
"3549","S100A7L2","S100 calcium binding protein A7 like 2"
"3550","S100A9","S100 calcium binding protein A9"
"3551","S100B","S100 calcium binding protein B"
"3552","S100G","S100 calcium binding protein G"
"3553","S100Z","S100 calcium binding protein Z"
"3554","SAA2-SAA4","SAA2-SAA4 readthrough"
"3555","SAA3P","serum amyloid A3, pseudogene"
"3556","SAG","S-antigen visual arrestin"
"3557","SALL1","spalt like transcription factor 1"
"3558","SALL3","spalt like transcription factor 3"
"3559","SAMD1","sterile alpha motif domain containing 1"
"3560","SAMD14","sterile alpha motif domain containing 14"
"3561","SAMD7","sterile alpha motif domain containing 7"
"3562","SARM1","sterile alpha and TIR motif containing 1"
"3563","SASH3","SAM and SH3 domain containing 3"
"3564","SBF1","SET binding factor 1"
"3565","SBK2","SH3 domain binding kinase family member 2"
"3566","SBSPON","somatomedin B and thrombospondin type 1 domain containing"
"3567","SCARNA11","small Cajal body-specific RNA 11"
"3568","SCARNA15","small Cajal body-specific RNA 15"
"3569","SCARNA20","small Cajal body-specific RNA 20"
"3570","SCARNA23","small Cajal body-specific RNA 23"
"3571","SCARNA3","small Cajal body-specific RNA 3"
"3572","SCARNA4","small Cajal body-specific RNA 4"
"3573","SCARNA8","small Cajal body-specific RNA 8"
"3574","SCG2","secretogranin II"
"3575","SCGB1D1","secretoglobin family 1D member 1"
"3576","SCGB1D2","secretoglobin family 1D member 2"
"3577","SCGB3A1","secretoglobin family 3A member 1"
"3578","SCGB3A2","secretoglobin family 3A member 2"
"3579","SCML4","Scm polycomb group protein like 4"
"3580","SCN1A","sodium voltage-gated channel alpha subunit 1"
"3581","SCN1B","sodium voltage-gated channel beta subunit 1"
"3582","SCN2A","sodium voltage-gated channel alpha subunit 2"
"3583","SCN7A","sodium voltage-gated channel alpha subunit 7"
"3584","SCN8A","sodium voltage-gated channel alpha subunit 8"
"3585","SCNN1D","sodium channel epithelial 1 delta subunit"
"3586","SCP2D1","SCP2 sterol binding domain containing 1"
"3587","SCRT2","scratch family transcriptional repressor 2"
"3588","SCT","secretin"
"3589","SCUBE1","signal peptide, CUB domain and EGF like domain containing 1"
"3590","SCXB",NA
"3591","SDC3","syndecan 3"
"3592","SDK1","sidekick cell adhesion molecule 1"
"3593","SDK2","sidekick cell adhesion molecule 2"
"3594","SEC14L1P1","SEC14 like 1 pseudogene 1"
"3595","SELE","selectin E"
"3596","SELO",NA
"3597","SEMA4B","semaphorin 4B"
"3598","SEMA4C","semaphorin 4C"
"3599","SEMA5A","semaphorin 5A"
"3600","SEMG2","semenogelin 2"
"3601","SENP5","SUMO specific peptidase 5"
"3602","SEPP1",NA
"3603","SERF1A","small EDRK-rich factor 1A"
"3604","SERP2","stress associated endoplasmic reticulum protein family member 2"
"3605","SERPINA13P","serpin family A member 13, pseudogene"
"3606","SERPINA4","serpin family A member 4"
"3607","SERPINB11","serpin family B member 11 (gene/pseudogene)"
"3608","SERPINB13","serpin family B member 13"
"3609","SERPINB2","serpin family B member 2"
"3610","SERPINB3","serpin family B member 3"
"3611","SERPINB7","serpin family B member 7"
"3612","SERPINE2","serpin family E member 2"
"3613","SESN3","sestrin 3"
"3614","SETD2","SET domain containing 2, histone lysine methyltransferase"
"3615","SF3B4","splicing factor 3b subunit 4"
"3616","SFTA1P","surfactant associated 1, pseudogene"
"3617","SFTPB","surfactant protein B"
"3618","SFXN1","sideroflexin 1"
"3619","SGCD","sarcoglycan delta"
"3620","SGCG","sarcoglycan gamma"
"3621","SGIP1","SH3GL interacting endocytic adaptor 1"
"3622","SGOL1-AS1",NA
"3623","SGPP2","sphingosine-1-phosphate phosphatase 2"
"3624","SGSH","N-sulfoglucosamine sulfohydrolase"
"3625","SGSM2","small G protein signaling modulator 2"
"3626","SH3BP4","SH3 domain binding protein 4"
"3627","SH3BP5-AS1","SH3BP5 antisense RNA 1"
"3628","SH3GL1","SH3 domain containing GRB2 like 1, endophilin A2"
"3629","SH3GL2","SH3 domain containing GRB2 like 2, endophilin A1"
"3630","SH3GLB2","SH3 domain containing GRB2 like, endophilin B2"
"3631","SH3PXD2A","SH3 and PX domains 2A"
"3632","SH3RF1","SH3 domain containing ring finger 1"
"3633","SH3RF3","SH3 domain containing ring finger 3"
"3634","SHANK3","SH3 and multiple ankyrin repeat domains 3"
"3635","SHC2","SHC adaptor protein 2"
"3636","SHCBP1L","SHC binding and spindle associated 1 like"
"3637","SHISA3","shisa family member 3"
"3638","SHISA7","shisa family member 7"
"3639","SHISA8","shisa family member 8"
"3640","SHISA9","shisa family member 9"
"3641","SHOX","short stature homeobox"
"3642","SHROOM2","shroom family member 2"
"3643","SI","sucrase-isomaltase"
"3644","SIGLEC11","sialic acid binding Ig like lectin 11"
"3645","SIGLEC14","sialic acid binding Ig like lectin 14"
"3646","SIGLEC7","sialic acid binding Ig like lectin 7"
"3647","SIGLEC9","sialic acid binding Ig like lectin 9"
"3648","SIGLECL1","SIGLEC family like 1"
"3649","SIK1","salt inducible kinase 1"
"3650","SIPA1L1","signal induced proliferation associated 1 like 1"
"3651","SIRPD","signal regulatory protein delta"
"3652","SIRT7","sirtuin 7"
"3653","SIX3","SIX homeobox 3"
"3654","SKI","SKI proto-oncogene"
"3655","SKINTL",NA
"3656","SKOR1","SKI family transcriptional corepressor 1"
"3657","SLAIN1","SLAIN motif family member 1"
"3658","SLC10A5","solute carrier family 10 member 5"
"3659","SLC12A1","solute carrier family 12 member 1"
"3660","SLC12A2","solute carrier family 12 member 2"
"3661","SLC12A7","solute carrier family 12 member 7"
"3662","SLC15A4","solute carrier family 15 member 4"
"3663","SLC16A11","solute carrier family 16 member 11"
"3664","SLC16A12","solute carrier family 16 member 12"
"3665","SLC16A6","solute carrier family 16 member 6"
"3666","SLC17A1","solute carrier family 17 member 1"
"3667","SLC17A2","solute carrier family 17 member 2"
"3668","SLC17A3","solute carrier family 17 member 3"
"3669","SLC17A4","solute carrier family 17 member 4"
"3670","SLC17A6","solute carrier family 17 member 6"
"3671","SLC18A1","solute carrier family 18 member A1"
"3672","SLC18A3","solute carrier family 18 member A3"
"3673","SLC19A1","solute carrier family 19 member 1"
"3674","SLC1A6","solute carrier family 1 member 6"
"3675","SLC22A16","solute carrier family 22 member 16"
"3676","SLC22A3","solute carrier family 22 member 3"
"3677","SLC23A1","solute carrier family 23 member 1"
"3678","SLC23A3","solute carrier family 23 member 3"
"3679","SLC24A2","solute carrier family 24 member 2"
"3680","SLC24A3","solute carrier family 24 member 3"
"3681","SLC24A4","solute carrier family 24 member 4"
"3682","SLC25A10","solute carrier family 25 member 10"
"3683","SLC25A2","solute carrier family 25 member 2"
"3684","SLC25A26","solute carrier family 25 member 26"
"3685","SLC25A29","solute carrier family 25 member 29"
"3686","SLC25A51P1","SLC25A51 pseudogene 1"
"3687","SLC25A6","solute carrier family 25 member 6"
"3688","SLC26A10","solute carrier family 26 member 10"
"3689","SLC26A11","solute carrier family 26 member 11"
"3690","SLC26A3","solute carrier family 26 member 3"
"3691","SLC26A4-AS1","SLC26A4 antisense RNA 1"
"3692","SLC28A2","solute carrier family 28 member 2"
"3693","SLC29A4","solute carrier family 29 member 4"
"3694","SLC2A10","solute carrier family 2 member 10"
"3695","SLC2A14","solute carrier family 2 member 14"
"3696","SLC2A2","solute carrier family 2 member 2"
"3697","SLC2A3","solute carrier family 2 member 3"
"3698","SLC2A4RG","SLC2A4 regulator"
"3699","SLC2A6","solute carrier family 2 member 6"
"3700","SLC30A8","solute carrier family 30 member 8"
"3701","SLC34A2","solute carrier family 34 member 2"
"3702","SLC35E2",NA
"3703","SLC35E2B","solute carrier family 35 member E2B"
"3704","SLC35F1","solute carrier family 35 member F1"
"3705","SLC35F2","solute carrier family 35 member F2"
"3706","SLC35F6","solute carrier family 35 member F6"
"3707","SLC35G5","solute carrier family 35 member G5"
"3708","SLC36A2","solute carrier family 36 member 2"
"3709","SLC38A3","solute carrier family 38 member 3"
"3710","SLC39A12","solute carrier family 39 member 12"
"3711","SLC3A1","solute carrier family 3 member 1"
"3712","SLC41A2","solute carrier family 41 member 2"
"3713","SLC44A5","solute carrier family 44 member 5"
"3714","SLC45A3","solute carrier family 45 member 3"
"3715","SLC47A1","solute carrier family 47 member 1"
"3716","SLC4A10","solute carrier family 4 member 10"
"3717","SLC4A1AP","solute carrier family 4 member 1 adaptor protein"
"3718","SLC4A5","solute carrier family 4 member 5"
"3719","SLC4A7","solute carrier family 4 member 7"
"3720","SLC4A9","solute carrier family 4 member 9"
"3721","SLC52A3","solute carrier family 52 member 3"
"3722","SLC5A7","solute carrier family 5 member 7"
"3723","SLC5A9","solute carrier family 5 member 9"
"3724","SLC6A3","solute carrier family 6 member 3"
"3725","SLC6A8","solute carrier family 6 member 8"
"3726","SLC7A1","solute carrier family 7 member 1"
"3727","SLC7A10","solute carrier family 7 member 10"
"3728","SLC7A11-AS1","SLC7A11 antisense RNA 1"
"3729","SLC7A13","solute carrier family 7 member 13"
"3730","SLC8A1","solute carrier family 8 member A1"
"3731","SLC8A2","solute carrier family 8 member A2"
"3732","SLC9A2","solute carrier family 9 member A2"
"3733","SLC9A3","solute carrier family 9 member A3"
"3734","SLC9A3R2","SLC9A3 regulator 2"
"3735","SLC9A4","solute carrier family 9 member A4"
"3736","SLC9A9","solute carrier family 9 member A9"
"3737","SLC9A9-AS1","SLC9A9 antisense RNA 1"
"3738","SLCO1B3","solute carrier organic anion transporter family member 1B3"
"3739","SLCO2A1","solute carrier organic anion transporter family member 2A1"
"3740","SLCO3A1","solute carrier organic anion transporter family member 3A1"
"3741","SLCO4A1","solute carrier organic anion transporter family member 4A1"
"3742","SLCO4C1","solute carrier organic anion transporter family member 4C1"
"3743","SLFN12L","schlafen family member 12 like"
"3744","SLIT1","slit guidance ligand 1"
"3745","SLIT2-IT1","SLIT2 intronic transcript 1"
"3746","SLIT3","slit guidance ligand 3"
"3747","SLITRK3","SLIT and NTRK like family member 3"
"3748","SLMO1",NA
"3749","SLX1A","SLX1 homolog A, structure-specific endonuclease subunit"
"3750","SMARCA1","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1"
"3751","SMCO3","single-pass membrane protein with coiled-coil domains 3"
"3752","SMCP","sperm mitochondria associated cysteine rich protein"
"3753","SMCR9",NA
"3754","SMEK3P",NA
"3755","SMIM10","small integral membrane protein 10"
"3756","SMIM17","small integral membrane protein 17"
"3757","SMIM18","small integral membrane protein 18"
"3758","SMIM9","small integral membrane protein 9"
"3759","SMN2","survival of motor neuron 2, centromeric"
"3760","SMPD4","sphingomyelin phosphodiesterase 4"
"3761","SMS","spermine synthase"
"3762","SMTNL2","smoothelin like 2"
"3763","SMURF2","SMAD specific E3 ubiquitin protein ligase 2"
"3764","SMYD1","SET and MYND domain containing 1"
"3765","SNAP25-AS1","SNAP25 antisense RNA 1"
"3766","SND1-IT1","SND1 intronic transcript 1"
"3767","SNED1","sushi, nidogen and EGF like domains 1"
"3768","SNN","stannin"
"3769","SNORA11B","small nucleolar RNA, H/ACA box 11B"
"3770","SNORA11D","small nucleolar RNA, H/ACA box 11D"
"3771","SNORA14A","small nucleolar RNA, H/ACA box 14A"
"3772","SNORA15","small nucleolar RNA, H/ACA box 15"
"3773","SNORA16B","small nucleolar RNA, H/ACA box 16B"
"3774","SNORA22","small nucleolar RNA, H/ACA box 22"
"3775","SNORA28","small nucleolar RNA, H/ACA box 28"
"3776","SNORA34",NA
"3777","SNORA36B","small nucleolar RNA, H/ACA box 36B"
"3778","SNORA36C","small nucleolar RNA, H/ACA box 36C"
"3779","SNORA37","small nucleolar RNA, H/ACA box 37"
"3780","SNORA49","small nucleolar RNA, H/ACA box 49"
"3781","SNORA50",NA
"3782","SNORA59A","small nucleolar RNA, H/ACA box 59A"
"3783","SNORA64","small nucleolar RNA, H/ACA box 64"
"3784","SNORA70C","small nucleolar RNA, H/ACA box 70C"
"3785","SNORA72","small nucleolar RNA, H/ACA box 72"
"3786","SNORD102","small nucleolar RNA, C/D box 102"
"3787","SNORD111","small nucleolar RNA, C/D box 111"
"3788","SNORD113-1","small nucleolar RNA, C/D box 113-1"
"3789","SNORD113-6","small nucleolar RNA, C/D box 113-6"
"3790","SNORD113-7","small nucleolar RNA, C/D box 113-7"
"3791","SNORD113-9","small nucleolar RNA, C/D box 113-9"
"3792","SNORD114-1","small nucleolar RNA, C/D box 114-1"
"3793","SNORD114-11","small nucleolar RNA, C/D box 114-11"
"3794","SNORD114-12","small nucleolar RNA, C/D box 114-12"
"3795","SNORD114-13","small nucleolar RNA, C/D box 114-13"
"3796","SNORD114-15","small nucleolar RNA, C/D box 114-15"
"3797","SNORD114-16","small nucleolar RNA, C/D box 114-16"
"3798","SNORD114-17","small nucleolar RNA, C/D box 114-17"
"3799","SNORD114-20","small nucleolar RNA, C/D box 114-20"
"3800","SNORD114-22","small nucleolar RNA, C/D box 114-22"
"3801","SNORD114-23","small nucleolar RNA, C/D box 114-23"
"3802","SNORD114-24","small nucleolar RNA, C/D box 114-24"
"3803","SNORD114-25","small nucleolar RNA, C/D box 114-25"
"3804","SNORD114-27","small nucleolar RNA, C/D box 114-27"
"3805","SNORD114-28","small nucleolar RNA, C/D box 114-28"
"3806","SNORD114-31","small nucleolar RNA, C/D box 114-31"
"3807","SNORD114-5","small nucleolar RNA, C/D box 114-5"
"3808","SNORD114-6","small nucleolar RNA, C/D box 114-6"
"3809","SNORD114-8","small nucleolar RNA, C/D box 114-8"
"3810","SNORD115-16","small nucleolar RNA, C/D box 115-16"
"3811","SNORD115-2","small nucleolar RNA, C/D box 115-2"
"3812","SNORD115-45","small nucleolar RNA, C/D box 115-45"
"3813","SNORD115-47","small nucleolar RNA, C/D box 115-47"
"3814","SNORD115-48","small nucleolar RNA, C/D box 115-48"
"3815","SNORD116-10","small nucleolar RNA, C/D box 116-10"
"3816","SNORD116-3","small nucleolar RNA, C/D box 116-3"
"3817","SNORD119","small nucleolar RNA, C/D box 119"
"3818","SNORD11B","small nucleolar RNA, C/D box 11B"
"3819","SNORD123","small nucleolar RNA, C/D box 123"
"3820","SNORD126","small nucleolar RNA, C/D box 126"
"3821","SNORD21","small nucleolar RNA, C/D box 21"
"3822","SNORD51","small nucleolar RNA, C/D box 51"
"3823","SNORD69","small nucleolar RNA, C/D box 69"
"3824","SNORD71","small nucleolar RNA, C/D box 71"
"3825","SNORD85",NA
"3826","SNORD90","small nucleolar RNA, C/D box 90"
"3827","SNORD91A","small nucleolar RNA, C/D box 91A"
"3828","SNORD92","small nucleolar RNA, C/D box 92"
"3829","SNORD94","small nucleolar RNA, C/D box 94"
"3830","SNORD96B","small nucleolar RNA, C/D box 96B"
"3831","SNORD97","small nucleolar RNA, C/D box 97"
"3832","SNORD98","small nucleolar RNA, C/D box 98"
"3833","SNTG2","syntrophin gamma 2"
"3834","SNX22","sorting nexin 22"
"3835","SNX29P1","sorting nexin 29 pseudogene 1"
"3836","SNX9","sorting nexin 9"
"3837","SOCS6","suppressor of cytokine signaling 6"
"3838","SOGA1","suppressor of glucose, autophagy associated 1"
"3839","SOLH",NA
"3840","SORBS3","sorbin and SH3 domain containing 3"
"3841","SORCS2","sortilin related VPS10 domain containing receptor 2"
"3842","SOWAHA","sosondowah ankyrin repeat domain family member A"
"3843","SOX14","SRY-box transcription factor 14"
"3844","SOX18","SRY-box transcription factor 18"
"3845","SOX2","SRY-box transcription factor 2"
"3846","SOX3","SRY-box transcription factor 3"
"3847","SOX8","SRY-box transcription factor 8"
"3848","SP110","SP110 nuclear body protein"
"3849","SP7","Sp7 transcription factor"
"3850","SP9","Sp9 transcription factor"
"3851","SPAG11B","sperm associated antigen 11B"
"3852","SPAG6","sperm associated antigen 6"
"3853","SPANXA2-OT1","SPANXA2 overlapping transcript 1"
"3854","SPANXN2","SPANX family member N2"
"3855","SPANXN5","SPANX family member N5"
"3856","SPATA13-AS1","SPATA13 antisense RNA 1"
"3857","SPATA19","spermatogenesis associated 19"
"3858","SPATA31C1","SPATA31 subfamily C member 1"
"3859","SPATA31C2","SPATA31 subfamily C member 2"
"3860","SPATA31D3","SPATA31 subfamily D member 3"
"3861","SPATA31D4","SPATA31 subfamily D member 4"
"3862","SPATA31D5P","SPATA31 subfamily D member 5, pseudogene"
"3863","SPATA42","spermatogenesis associated 42"
"3864","SPATS1","spermatogenesis associated serine rich 1"
"3865","SPDYA","speedy/RINGO cell cycle regulator family member A"
"3866","SPHAR",NA
"3867","SPI1","Spi-1 proto-oncogene"
"3868","SPINK1","serine peptidase inhibitor, Kazal type 1"
"3869","SPINK14","serine peptidase inhibitor, Kazal type 14 (putative)"
"3870","SPINK2","serine peptidase inhibitor, Kazal type 2"
"3871","SPINK5","serine peptidase inhibitor, Kazal type 5"
"3872","SPINK6","serine peptidase inhibitor, Kazal type 6"
"3873","SPINK7","serine peptidase inhibitor, Kazal type 7 (putative)"
"3874","SPINK8","serine peptidase inhibitor, Kazal type 8 (putative)"
"3875","SPINK9","serine peptidase inhibitor, Kazal type 9"
"3876","SPINT3","serine peptidase inhibitor, Kunitz type 3"
"3877","SPINT4","serine peptidase inhibitor, Kunitz type 4"
"3878","SPIRE1","spire type actin nucleation factor 1"
"3879","SPIRE2","spire type actin nucleation factor 2"
"3880","SPOCK1","SPARC (osteonectin), cwcv and kazal like domains proteoglycan 1"
"3881","SPPL2C","signal peptide peptidase like 2C"
"3882","SPPL3","signal peptide peptidase like 3"
"3883","SPRR1B","small proline rich protein 1B"
"3884","SPRR2A","small proline rich protein 2A"
"3885","SPRR2C","small proline rich protein 2C (pseudogene)"
"3886","SPRR2D","small proline rich protein 2D"
"3887","SPRR2E","small proline rich protein 2E"
"3888","SPRR2G","small proline rich protein 2G"
"3889","SPRR3","small proline rich protein 3"
"3890","SPRY3","sprouty RTK signaling antagonist 3"
"3891","SPSB1","splA/ryanodine receptor domain and SOCS box containing 1"
"3892","SPTAN1","spectrin alpha, non-erythrocytic 1"
"3893","SPTBN4","spectrin beta, non-erythrocytic 4"
"3894","SRC","SRC proto-oncogene, non-receptor tyrosine kinase"
"3895","SRCRB4D",NA
"3896","SRGAP2","SLIT-ROBO Rho GTPase activating protein 2"
"3897","SRGAP2B","SLIT-ROBO Rho GTPase activating protein 2B"
"3898","SRM","spermidine synthase"
"3899","SRMS","src-related kinase lacking C-terminal regulatory tyrosine and N-terminal myristylation sites"
"3900","SRPK3","SRSF protein kinase 3"
"3901","SRPRB","SRP receptor subunit beta"
"3902","SRRM3","serine/arginine repetitive matrix 3"
"3903","SRRM4","serine/arginine repetitive matrix 4"
"3904","SRY","sex determining region Y"
"3905","SS18L1","SS18L1 subunit of BAF chromatin remodeling complex"
"3906","SSBP3","single stranded DNA binding protein 3"
"3907","SSPN","sarcospan"
"3908","SSTR4","somatostatin receptor 4"
"3909","SSTR5","somatostatin receptor 5"
"3910","SSUH2","ssu-2 homolog"
"3911","SSX4B","SSX family member 4B"
"3912","SSX5","SSX family member 5"
"3913","SSX8",NA
"3914","ST18","ST18 C2H2C-type zinc finger transcription factor"
"3915","ST6GAL1","ST6 beta-galactoside alpha-2,6-sialyltransferase 1"
"3916","ST7-AS2","ST7 antisense RNA 2"
"3917","ST8SIA2","ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 2"
"3918","ST8SIA5","ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 5"
"3919","STAC2","SH3 and cysteine rich domain 2"
"3920","STAR","steroidogenic acute regulatory protein"
"3921","STARD13-AS","STARD13 antisense RNA"
"3922","STARD6","StAR related lipid transfer domain containing 6"
"3923","STAT4","signal transducer and activator of transcription 4"
"3924","STATH","statherin"
"3925","STEAP1B","STEAP family member 1B"
"3926","STIM2","stromal interaction molecule 2"
"3927","STK11","serine/threonine kinase 11"
"3928","STK32A","serine/threonine kinase 32A"
"3929","STK39","serine/threonine kinase 39"
"3930","STOML3","stomatin like 3"
"3931","STPG2","sperm tail PG-rich repeat containing 2"
"3932","STRC","stereocilin"
"3933","STRN4","striatin 4"
"3934","STS","steroid sulfatase"
